timestamp, power.draw [W], power.limit [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/08/30 12:53:22.740, 56.22 W, [N/A], 1815 MHz, 9001 MHz, 63, 99 %, 48 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:23.243, 56.06 W, [N/A], 1807 MHz, 9001 MHz, 63, 99 %, 47 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:23.757, 55.55 W, [N/A], 1815 MHz, 9001 MHz, 63, 90 %, 46 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:24.260, 56.09 W, [N/A], 1815 MHz, 9001 MHz, 64, 99 %, 33 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:24.763, 54.12 W, [N/A], 1897 MHz, 9001 MHz, 63, 99 %, 42 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:25.267, 55.54 W, [N/A], 1785 MHz, 9001 MHz, 63, 99 %, 44 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:25.770, 55.64 W, [N/A], 1815 MHz, 9001 MHz, 63, 99 %, 44 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:26.273, 55.47 W, [N/A], 1830 MHz, 9001 MHz, 63, 99 %, 45 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:26.777, 55.61 W, [N/A], 1815 MHz, 9001 MHz, 63, 99 %, 45 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:27.280, 56.46 W, [N/A], 1807 MHz, 9001 MHz, 63, 99 %, 46 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:27.783, 55.83 W, [N/A], 1815 MHz, 9001 MHz, 63, 99 %, 47 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:28.286, 56.08 W, [N/A], 1815 MHz, 9001 MHz, 63, 99 %, 47 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:28.790, 52.64 W, [N/A], 1815 MHz, 9001 MHz, 63, 99 %, 46 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:29.294, 53.19 W, [N/A], 1785 MHz, 9001 MHz, 62, 99 %, 46 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:29.799, 53.18 W, [N/A], 1770 MHz, 9001 MHz, 63, 88 %, 33 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:30.302, 53.78 W, [N/A], 1905 MHz, 9001 MHz, 64, 99 %, 42 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:30.807, 53.91 W, [N/A], 1800 MHz, 9001 MHz, 63, 99 %, 43 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:31.311, 55.25 W, [N/A], 1800 MHz, 9001 MHz, 63, 99 %, 43 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:31.814, 53.86 W, [N/A], 1807 MHz, 9001 MHz, 63, 99 %, 45 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:32.317, 53.44 W, [N/A], 1785 MHz, 9001 MHz, 63, 99 %, 44 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:32.821, 54.99 W, [N/A], 1762 MHz, 9001 MHz, 63, 99 %, 45 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:33.325, 54.11 W, [N/A], 1770 MHz, 9001 MHz, 63, 99 %, 45 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:33.829, 55.62 W, [N/A], 1777 MHz, 9001 MHz, 63, 99 %, 46 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:34.333, 54.74 W, [N/A], 1785 MHz, 9001 MHz, 63, 99 %, 48 %, 6663 MiB, 8151 MiB
2026/08/30 12:53:34.837, 52.50 W, [N/A], 1837 MHz, 9001 MHz, 63, 99 %, 48 %, 6667 MiB, 8151 MiB
2026/08/30 12:53:35.340, 50.66 W, [N/A], 1777 MHz, 9001 MHz, 63, 99 %, 45 %, 6667 MiB, 8151 MiB
2026/08/30 12:53:35.843, 52.19 W, [N/A], 1770 MHz, 9001 MHz, 63, 99 %, 27 %, 6733 MiB, 8151 MiB
2026/08/30 12:53:36.356, 53.68 W, [N/A], 2070 MHz, 9001 MHz, 63, 99 %, 26 %, 6769 MiB, 8151 MiB
2026/08/30 12:53:36.860, 52.38 W, [N/A], 1942 MHz, 9001 MHz, 62, 99 %, 42 %, 6761 MiB, 8151 MiB
2026/08/30 12:53:37.364, 52.64 W, [N/A], 1725 MHz, 9001 MHz, 62, 99 %, 42 %, 6734 MiB, 8151 MiB
2026/08/30 12:53:37.869, 52.53 W, [N/A], 1747 MHz, 9001 MHz, 63, 99 %, 44 %, 6562 MiB, 8151 MiB
2026/08/30 12:53:38.372, 52.28 W, [N/A], 1822 MHz, 9001 MHz, 63, 99 %, 44 %, 6562 MiB, 8151 MiB
2026/08/30 12:53:38.875, 51.92 W, [N/A], 1732 MHz, 9001 MHz, 62, 99 %, 43 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:39.378, 52.63 W, [N/A], 1762 MHz, 9001 MHz, 63, 99 %, 44 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:39.882, 54.94 W, [N/A], 1747 MHz, 9001 MHz, 63, 99 %, 46 %, 6564 MiB, 8151 MiB
2026/08/30 12:53:40.385, 54.35 W, [N/A], 1755 MHz, 9001 MHz, 63, 99 %, 46 %, 6565 MiB, 8151 MiB
2026/08/30 12:53:40.888, 54.15 W, [N/A], 1800 MHz, 9001 MHz, 63, 99 %, 47 %, 6581 MiB, 8151 MiB
2026/08/30 12:53:41.392, 48.76 W, [N/A], 1777 MHz, 9001 MHz, 62, 99 %, 46 %, 6592 MiB, 8151 MiB
2026/08/30 12:53:41.898, 52.15 W, [N/A], 1867 MHz, 9001 MHz, 62, 99 %, 46 %, 6591 MiB, 8151 MiB
2026/08/30 12:53:42.402, 53.70 W, [N/A], 1732 MHz, 9001 MHz, 61, 99 %, 25 %, 6591 MiB, 8151 MiB
2026/08/30 12:53:42.905, 50.79 W, [N/A], 1882 MHz, 9001 MHz, 63, 99 %, 42 %, 6591 MiB, 8151 MiB
2026/08/30 12:53:43.409, 53.84 W, [N/A], 1770 MHz, 9001 MHz, 63, 99 %, 44 %, 6589 MiB, 8151 MiB
2026/08/30 12:53:43.913, 54.27 W, [N/A], 1800 MHz, 9001 MHz, 63, 99 %, 44 %, 6587 MiB, 8151 MiB
2026/08/30 12:53:44.416, 55.53 W, [N/A], 1785 MHz, 9001 MHz, 62, 99 %, 45 %, 6582 MiB, 8151 MiB
2026/08/30 12:53:44.920, 54.60 W, [N/A], 1800 MHz, 9001 MHz, 63, 99 %, 45 %, 6578 MiB, 8151 MiB
2026/08/30 12:53:45.423, 56.01 W, [N/A], 1807 MHz, 9001 MHz, 63, 99 %, 46 %, 6572 MiB, 8151 MiB
2026/08/30 12:53:45.928, 55.32 W, [N/A], 1815 MHz, 9001 MHz, 63, 99 %, 46 %, 6586 MiB, 8151 MiB
2026/08/30 12:53:46.432, 54.54 W, [N/A], 1800 MHz, 9001 MHz, 63, 99 %, 47 %, 6584 MiB, 8151 MiB
2026/08/30 12:53:46.935, 54.36 W, [N/A], 1830 MHz, 9001 MHz, 63, 99 %, 46 %, 6584 MiB, 8151 MiB
2026/08/30 12:53:47.438, 53.92 W, [N/A], 1792 MHz, 9001 MHz, 63, 99 %, 47 %, 6581 MiB, 8151 MiB
2026/08/30 12:53:47.942, 52.97 W, [N/A], 1792 MHz, 9001 MHz, 63, 99 %, 47 %, 6581 MiB, 8151 MiB
2026/08/30 12:53:48.451, 11.53 W, [N/A], 1792 MHz, 9001 MHz, 59, 0 %, 2 %, 5023 MiB, 8151 MiB
2026/08/30 12:53:48.957, 11.27 W, [N/A], 180 MHz, 9001 MHz, 57, 0 %, 2 %, 4507 MiB, 8151 MiB
2026/08/30 12:53:49.459, 10.30 W, [N/A], 202 MHz, 9001 MHz, 57, 0 %, 2 %, 4503 MiB, 8151 MiB
2026/08/30 12:53:49.962, 10.34 W, [N/A], 180 MHz, 9001 MHz, 56, 0 %, 2 %, 4503 MiB, 8151 MiB
2026/08/30 12:53:50.464, 10.79 W, [N/A], 247 MHz, 9001 MHz, 56, 0 %, 2 %, 4506 MiB, 8151 MiB
2026/08/30 12:53:50.967, 10.73 W, [N/A], 360 MHz, 9001 MHz, 56, 1 %, 1 %, 826 MiB, 8151 MiB
2026/08/30 12:53:51.470, 10.66 W, [N/A], 202 MHz, 9001 MHz, 56, 0 %, 2 %, 825 MiB, 8151 MiB
2026/08/30 12:53:51.973, 11.11 W, [N/A], 442 MHz, 9001 MHz, 56, 1 %, 2 %, 820 MiB, 8151 MiB
2026/08/30 12:53:52.476, 11.28 W, [N/A], 615 MHz, 9001 MHz, 56, 1 %, 2 %, 816 MiB, 8151 MiB
2026/08/30 12:53:52.979, 10.90 W, [N/A], 285 MHz, 9001 MHz, 56, 1 %, 2 %, 809 MiB, 8151 MiB
2026/08/30 12:53:53.481, 10.71 W, [N/A], 427 MHz, 9001 MHz, 56, 0 %, 2 %, 804 MiB, 8151 MiB
2026/08/30 12:53:53.985, 10.87 W, [N/A], 240 MHz, 9001 MHz, 56, 3 %, 2 %, 803 MiB, 8151 MiB
2026/08/30 12:53:54.487, 10.89 W, [N/A], 637 MHz, 9001 MHz, 56, 0 %, 2 %, 802 MiB, 8151 MiB
2026/08/30 12:53:54.989, 10.37 W, [N/A], 202 MHz, 9001 MHz, 56, 0 %, 2 %, 796 MiB, 8151 MiB
2026/08/30 12:53:55.493, 10.32 W, [N/A], 307 MHz, 9001 MHz, 56, 0 %, 2 %, 796 MiB, 8151 MiB
2026/08/30 12:53:55.995, 10.21 W, [N/A], 217 MHz, 9001 MHz, 56, 0 %, 2 %, 794 MiB, 8151 MiB
2026/08/30 12:53:56.498, 10.20 W, [N/A], 180 MHz, 9001 MHz, 56, 0 %, 2 %, 790 MiB, 8151 MiB
2026/08/30 12:53:57.001, 10.20 W, [N/A], 180 MHz, 9001 MHz, 55, 0 %, 2 %, 792 MiB, 8151 MiB
2026/08/30 12:53:57.508, 10.11 W, [N/A], 195 MHz, 9001 MHz, 55, 0 %, 2 %, 792 MiB, 8151 MiB
2026/08/30 12:53:58.010, 10.26 W, [N/A], 202 MHz, 9001 MHz, 55, 0 %, 2 %, 792 MiB, 8151 MiB
2026/08/30 12:53:58.514, 10.04 W, [N/A], 180 MHz, 9001 MHz, 55, 0 %, 2 %, 792 MiB, 8151 MiB
2026/08/30 12:53:59.022, 10.19 W, [N/A], 180 MHz, 9001 MHz, 55, 0 %, 2 %, 792 MiB, 8151 MiB
2026/08/30 12:53:59.526, 11.09 W, [N/A], 292 MHz, 9001 MHz, 55, 0 %, 2 %, 792 MiB, 8151 MiB
2026/08/30 12:54:00.036, 10.34 W, [N/A], 232 MHz, 9001 MHz, 55, 0 %, 2 %, 792 MiB, 8151 MiB
2026/08/30 12:54:00.539, 10.28 W, [N/A], 180 MHz, 9001 MHz, 55, 1 %, 2 %, 820 MiB, 8151 MiB
2026/08/30 12:54:01.040, 13.19 W, [N/A], 1342 MHz, 9001 MHz, 56, 8 %, 2 %, 822 MiB, 8151 MiB
2026/08/30 12:54:01.543, 15.65 W, [N/A], 1222 MHz, 9001 MHz, 56, 7 %, 2 %, 819 MiB, 8151 MiB
2026/08/30 12:54:02.045, 14.87 W, [N/A], 1162 MHz, 810 MHz, 56, 6 %, 12 %, 819 MiB, 8151 MiB
2026/08/30 12:54:02.556, 14.74 W, [N/A], 1215 MHz, 810 MHz, 55, 12 %, 13 %, 817 MiB, 8151 MiB
